away,home,start_dt,away_score,home_score,over_under
Seattle Mariners,New York Yankees,2016-04-17 12:05:00-04:00,3,4,7.5
New York Mets,Cleveland Indians,2016-04-17 12:10:00-04:00,6,0,7.5
Colorado Rockies,Cincinnati Reds,2016-04-19 18:10:00-04:00,3,4,8.5
Oakland Athletics,New York Yankees,2016-04-19 18:05:00-04:00,3,2,8.5
Houston Astros,Texas Rangers,2016-04-19 19:05:00-04:00,5,7,9.0
Chicago Cubs,St. Louis Cardinals,2016-04-19 19:15:00-04:00,2,1,7.5
Arizona Diamondbacks,San Francisco Giants,2016-04-19 21:15:00-04:00,3,0,7.5
Seattle Mariners,Cleveland Indians,2016-04-19 17:10:00-04:00,2,3,7.5
Detroit Tigers,Kansas City Royals,2016-04-19 18:15:00-04:00,6,8,8.0
Los Angeles Angels,Chicago White Sox,2016-04-19 19:10:00-04:00,0,5,8.5
Milwaukee Brewers,Minnesota Twins,2016-04-19 12:10:00-04:00,6,5,8.5
Los Angeles Angels,Chicago White Sox,2016-04-21 13:10:00-04:00,3,2,10.5
Oakland Athletics,New York Yankees,2016-04-21 18:05:00-04:00,7,3,8.0
Detroit Tigers,Kansas City Royals,2016-04-21 18:15:00-04:00,0,4,8.5
Arizona Diamondbacks,San Francisco Giants,2016-04-21 14:45:00-04:00,6,2,7.5
Tampa Bay Rays,Boston Red Sox,2016-04-21 12:35:00-04:00,12,8,8.5
Minnesota Twins,Milwaukee Brewers,2016-04-21 12:40:00-04:00,8,1,9.0
Miami Marlins,San Francisco Giants,2016-04-22 21:15:00-04:00,1,8,8.0
Oakland Athletics,Toronto Blue Jays,2016-04-22 18:05:00-04:00,8,5,8.0
Texas Rangers,Chicago White Sox,2016-04-22 19:10:00-04:00,0,5,7.5
Baltimore Orioles,Kansas City Royals,2016-04-22 19:15:00-04:00,2,4,8.5
Philadelphia Phillies,Milwaukee Brewers,2016-04-22 19:10:00-04:00,5,2,8.0
Pittsburgh Pirates,Arizona Diamondbacks,2016-04-22 20:40:00-04:00,8,7,9.0
Cleveland Indians,Detroit Tigers,2016-04-22 18:10:00-04:00,2,1,8.0
Boston Red Sox,Houston Astros,2016-04-22 19:10:00-04:00,6,2,8.5
Seattle Mariners,Los Angeles Angels,2016-04-22 21:05:00-04:00,5,2,7.5
Minnesota Twins,Washington Nationals,2016-04-22 18:05:00-04:00,4,8,8.0
Oakland Athletics,Toronto Blue Jays,2016-04-23 12:05:00-04:00,3,9,8.5
Texas Rangers,Chicago White Sox,2016-04-23 13:10:00-04:00,3,4,8.0
Baltimore Orioles,Kansas City Royals,2016-04-23 18:15:00-04:00,8,3,9.0
Philadelphia Phillies,Milwaukee Brewers,2016-04-23 18:10:00-04:00,10,6,8.5
Tampa Bay Rays,New York Yankees,2016-04-23 12:05:00-04:00,2,3,7.5
Boston Red Sox,Houston Astros,2016-04-23 15:05:00-04:00,3,8,8.5
Seattle Mariners,Los Angeles Angels,2016-04-23 20:05:00-04:00,2,4,7.0
Minnesota Twins,Washington Nationals,2016-04-23 12:05:00-04:00,0,2,8.0
Oakland Athletics,Toronto Blue Jays,2016-04-24 12:05:00-04:00,3,6,9.5
Texas Rangers,Chicago White Sox,2016-04-24 13:10:00-04:00,1,4,8.5
Seattle Mariners,Los Angeles Angels,2016-04-24 14:35:00-04:00,9,4,8.0
Tampa Bay Rays,New York Yankees,2016-04-24 12:05:00-04:00,8,1,7.5
Baltimore Orioles,Kansas City Royals,2016-04-24 13:15:00-04:00,1,6,8.5
Boston Red Sox,Houston Astros,2016-04-24 19:05:00-04:00,7,5,9.0
Minnesota Twins,Washington Nationals,2016-04-24 12:35:00-04:00,5,6,7.0
Pittsburgh Pirates,Colorado Rockies,2016-04-25 19:40:00-04:00,6,1,11.5
Miami Marlins,Los Angeles Dodgers,2016-04-25 21:10:00-04:00,3,2,7.5
Oakland Athletics,Detroit Tigers,2016-04-25 18:10:00-04:00,3,7,8.5
Kansas City Royals,Los Angeles Angels,2016-04-25 21:05:00-04:00,1,6,7.0
Cincinnati Reds,New York Mets,2016-04-25 18:10:00-04:00,3,5,6.5
St. Louis Cardinals,Arizona Diamondbacks,2016-04-25 20:40:00-04:00,7,12,7.5
San Diego Padres,San Francisco Giants,2016-04-25 21:15:00-04:00,4,5,6.5
Chicago White Sox,Toronto Blue Jays,2016-04-25 18:05:00-04:00,7,5,8.5
Baltimore Orioles,Tampa Bay Rays,2016-04-25 18:10:00-04:00,0,2,7.5
Houston Astros,Seattle Mariners,2016-04-25 21:10:00-04:00,2,3,7.5
Cincinnati Reds,New York Mets,2016-04-26 18:10:00-04:00,3,4,7.0
Miami Marlins,Los Angeles Dodgers,2016-04-26 21:10:00-04:00,6,3,6.5
Philadelphia Phillies,Washington Nationals,2016-04-26 18:05:00-04:00,4,3,7.0
Milwaukee Brewers,Chicago Cubs,2016-04-26 19:05:00-04:00,3,4,7.5
San Diego Padres,San Francisco Giants,2016-04-26 21:15:00-04:00,0,1,7.0
Baltimore Orioles,Tampa Bay Rays,2016-04-26 18:10:00-04:00,1,3,7.5
Cincinnati Reds,Pittsburgh Pirates,2016-04-29 18:05:00-04:00,1,4,7.5
Miami Marlins,Milwaukee Brewers,2016-04-29 19:10:00-04:00,6,3,8.5
Colorado Rockies,Arizona Diamondbacks,2016-04-29 20:40:00-04:00,9,0,8.5
Atlanta Braves,Chicago Cubs,2016-04-29 13:20:00-04:00,1,6,7.0
San Francisco Giants,New York Mets,2016-04-29 18:10:00-04:00,1,13,7.0
San Diego Padres,Los Angeles Dodgers,2016-04-29 21:10:00-04:00,5,1,7.5
Chicago White Sox,Baltimore Orioles,2016-04-29 18:05:00-04:00,3,6,9.0
Toronto Blue Jays,Tampa Bay Rays,2016-04-29 18:10:00-04:00,6,1,7.5
Detroit Tigers,Minnesota Twins,2016-04-29 19:10:00-04:00,9,2,8.5
Kansas City Royals,Seattle Mariners,2016-04-29 21:10:00-04:00,0,1,7.0
Cincinnati Reds,Pittsburgh Pirates,2016-04-30 18:05:00-04:00,1,5,7.5
Colorado Rockies,Arizona Diamondbacks,2016-04-30 19:10:00-04:00,5,2,8.5
Houston Astros,Oakland Athletics,2016-04-30 15:05:00-04:00,0,2,9.0
Chicago White Sox,Baltimore Orioles,2016-04-30 18:05:00-04:00,8,7,7.5
Washington Nationals,St. Louis Cardinals,2016-04-30 13:15:00-04:00,6,1,7.5
San Francisco Giants,New York Mets,2016-04-30 15:05:00-04:00,5,6,7.0
San Diego Padres,Los Angeles Dodgers,2016-04-30 20:10:00-04:00,5,2,7.5
Toronto Blue Jays,Tampa Bay Rays,2016-04-30 17:10:00-04:00,3,4,7.5
New York Yankees,Boston Red Sox,2016-04-30 18:10:00-04:00,0,8,8.0
Cincinnati Reds,Pittsburgh Pirates,2016-05-01 12:35:00-04:00,6,5,8.5
San Diego Padres,Los Angeles Dodgers,2016-05-01 15:10:00-04:00,0,1,6.5
Los Angeles Angels,Texas Rangers,2016-05-01 14:05:00-04:00,9,6,8.5
Kansas City Royals,Seattle Mariners,2016-05-01 15:10:00-04:00,4,1,7.5
San Francisco Giants,New York Mets,2016-05-01 12:10:00-04:00,6,1,6.0
Atlanta Braves,Chicago Cubs,2016-05-01 13:20:00-04:00,4,3,7.0
Colorado Rockies,Arizona Diamondbacks,2016-05-01 15:10:00-04:00,6,3,9.0
Detroit Tigers,Minnesota Twins,2016-05-01 13:10:00-04:00,6,5,8.5
Houston Astros,Oakland Athletics,2016-05-01 15:05:00-04:00,2,1,8.5
New York Yankees,Boston Red Sox,2016-05-01 19:05:00-04:00,7,8,7.0
Arizona Diamondbacks,Miami Marlins,2016-05-05 18:10:00-04:00,0,4,8.5
Washington Nationals,Chicago Cubs,2016-05-05 19:05:00-04:00,2,5,7.5
Colorado Rockies,San Francisco Giants,2016-05-05 21:15:00-04:00,17,7,7.5
Detroit Tigers,Cleveland Indians,2016-05-05 17:10:00-04:00,4,9,8.5
Texas Rangers,Toronto Blue Jays,2016-05-05 18:05:00-04:00,2,12,8.5
Boston Red Sox,Chicago White Sox,2016-05-05 19:10:00-04:00,7,3,8.5
Philadelphia Phillies,St. Louis Cardinals,2016-05-05 12:45:00-04:00,0,4,6.5
Milwaukee Brewers,Cincinnati Reds,2016-05-05 18:10:00-04:00,5,9,9.0
New York Yankees,Baltimore Orioles,2016-05-05 18:05:00-04:00,0,1,7.0
Seattle Mariners,Houston Astros,2016-05-05 19:10:00-04:00,6,3,9.0
Milwaukee Brewers,New York Mets,2016-05-22 12:10:00-04:00,1,3,7.0
Atlanta Braves,Philadelphia Phillies,2016-05-22 12:35:00-04:00,0,5,7.5
Cleveland Indians,Boston Red Sox,2016-05-22 12:35:00-04:00,2,5,8.5
Kansas City Royals,Chicago White Sox,2016-05-22 13:10:00-04:00,2,3,8.0
Arizona Diamondbacks,St. Louis Cardinals,2016-05-22 13:15:00-04:00,7,2,7.0
Chicago Cubs,San Francisco Giants,2016-05-22 19:05:00-04:00,0,1,7.0
Tampa Bay Rays,Detroit Tigers,2016-05-22 12:10:00-04:00,4,9,8.5
Texas Rangers,Houston Astros,2016-05-22 13:10:00-04:00,9,2,7.5
Pittsburgh Pirates,Miami Marlins,2016-06-01 18:10:00-04:00,2,3,8.5
Cincinnati Reds,Colorado Rockies,2016-06-01 19:40:00-04:00,7,2,11.5
Minnesota Twins,Oakland Athletics,2016-06-01 14:35:00-04:00,1,5,8.5
Detroit Tigers,Los Angeles Angels,2016-06-01 18:05:00-04:00,3,0,8.0
Arizona Diamondbacks,Houston Astros,2016-06-01 19:10:00-04:00,4,5,8.5
Los Angeles Dodgers,Chicago Cubs,2016-06-01 19:05:00-04:00,1,2,8.5
Boston Red Sox,Baltimore Orioles,2016-06-01 18:05:00-04:00,9,13,9.0
Tampa Bay Rays,Kansas City Royals,2016-06-01 19:15:00-04:00,3,6,7.0
Chicago White Sox,New York Mets,2016-06-01 12:10:00-04:00,2,1,7.5
San Francisco Giants,San Diego Padres,2017-04-07 18:40:00-04:00,6,7,8.5
Oakland Athletics,Texas Rangers,2017-04-07 20:05:00-04:00,5,10,10.0
Kansas City Royals,Houston Astros,2017-04-07 20:10:00-04:00,5,1,8.5
Atlanta Braves,Pittsburgh Pirates,2017-04-07 13:05:00-04:00,4,5,8.0
Cincinnati Reds,St. Louis Cardinals,2017-04-07 20:15:00-04:00,2,0,8.0
Boston Red Sox,Detroit Tigers,2017-04-07 13:20:00-04:00,5,6,8.5
Minnesota Twins,Chicago White Sox,2017-04-07 20:10:00-04:00,3,1,8.5
Seattle Mariners,Los Angeles Angels,2017-04-07 22:05:00-04:00,1,5,8.5
San Diego Padres,Atlanta Braves,2017-04-17 19:35:00-04:00,4,5,8.5
Arizona Diamondbacks,Los Angeles Dodgers,2017-04-17 22:10:00-04:00,4,2,7.5
Tampa Bay Rays,Boston Red Sox,2017-04-17 11:05:00-04:00,3,4,10.0
Texas Rangers,Oakland Athletics,2017-04-17 22:15:00-04:00,7,0,7.5
Miami Marlins,Seattle Mariners,2017-04-17 22:10:00-04:00,1,6,8.5
Pittsburgh Pirates,St. Louis Cardinals,2017-04-17 19:05:00-04:00,1,2,7.5
Milwaukee Brewers,Chicago Cubs,2017-04-17 20:05:00-04:00,6,3,6.5
Chicago White Sox,New York Yankees,2017-04-17 19:05:00-04:00,4,7,8.5
Los Angeles Angels,Houston Astros,2017-04-17 20:10:00-04:00,0,3,8.5
Milwaukee Brewers,Chicago Cubs,2017-04-19 15:15:00-04:00,4,7,6.5
Colorado Rockies,Los Angeles Dodgers,2017-04-19 22:10:00-04:00,2,4,6.5
Texas Rangers,Oakland Athletics,2017-04-19 15:35:00-04:00,1,9,8.5
Chicago White Sox,New York Yankees,2017-04-19 19:05:00-04:00,1,9,7.5
Los Angeles Angels,Houston Astros,2017-04-19 20:10:00-04:00,1,5,8.5
Baltimore Orioles,Cincinnati Reds,2017-04-19 19:10:00-04:00,2,0,9.0
Pittsburgh Pirates,St. Louis Cardinals,2017-04-19 13:45:00-04:00,1,2,8.0
Philadelphia Phillies,New York Mets,2017-04-19 19:10:00-04:00,4,5,7.0
Detroit Tigers,Tampa Bay Rays,2017-04-19 19:10:00-04:00,7,8,7.5
Miami Marlins,Seattle Mariners,2017-04-19 15:40:00-04:00,5,10,8.0
Washington Nationals,New York Mets,2017-04-22 16:05:00-04:00,3,1,6.5
St. Louis Cardinals,Milwaukee Brewers,2017-04-22 19:10:00-04:00,4,1,9.0
Seattle Mariners,Oakland Athletics,2017-04-22 16:05:00-04:00,3,4,8.0
Boston Red Sox,Baltimore Orioles,2017-04-22 19:30:00-04:00,2,4,8.5
Atlanta Braves,Philadelphia Phillies,2017-04-22 19:05:00-04:00,3,4,7.5
Detroit Tigers,Minnesota Twins,2017-04-22 14:10:00-04:00,5,4,9.0
Toronto Blue Jays,Los Angeles Angels,2017-04-22 21:05:00-04:00,4,5,9.0
Cincinnati Reds,Milwaukee Brewers,2017-04-25 19:40:00-04:00,1,9,9.0
San Diego Padres,Arizona Diamondbacks,2017-04-25 21:40:00-04:00,3,9,10.0
Tampa Bay Rays,Baltimore Orioles,2017-04-25 19:05:00-04:00,2,0,8.0
Oakland Athletics,Los Angeles Angels,2017-04-25 22:05:00-04:00,1,2,8.5
Toronto Blue Jays,St. Louis Cardinals,2017-04-25 20:15:00-04:00,6,5,7.5
Atlanta Braves,New York Mets,2017-04-27 13:10:00-04:00,7,5,7.5
Houston Astros,Cleveland Indians,2017-04-27 18:25:00-04:00,3,4,8.5
Oakland Athletics,Los Angeles Angels,2017-04-27 22:05:00-04:00,1,2,8.5
Toronto Blue Jays,St. Louis Cardinals,2017-04-27 13:45:00-04:00,4,8,7.5
Toronto Blue Jays,St. Louis Cardinals,2017-04-27 19:15:00-04:00,4,6,8.0
Miami Marlins,Philadelphia Phillies,2017-04-27 13:05:00-04:00,2,3,8.5
San Diego Padres,Arizona Diamondbacks,2017-04-27 21:40:00-04:00,2,6,10.5
Seattle Mariners,Detroit Tigers,2017-04-27 13:55:00-04:00,2,1,9.0
New York Yankees,Boston Red Sox,2017-04-27 19:10:00-04:00,3,0,7.0
New York Mets,Washington Nationals,2017-04-28 19:05:00-04:00,7,5,7.5
Cincinnati Reds,St. Louis Cardinals,2017-04-28 20:15:00-04:00,5,7,8.0
Philadelphia Phillies,Los Angeles Dodgers,2017-04-28 22:10:00-04:00,3,5,8.0
Baltimore Orioles,New York Yankees,2017-04-28 19:05:00-04:00,11,14,9.0
Chicago White Sox,Detroit Tigers,2017-04-28 19:10:00-04:00,7,3,9.0
Oakland Athletics,Houston Astros,2017-04-28 20:10:00-04:00,4,9,8.5
Pittsburgh Pirates,Miami Marlins,2017-04-28 19:10:00-04:00,12,2,8.0
Atlanta Braves,Milwaukee Brewers,2017-04-28 20:10:00-04:00,10,8,8.5
Colorado Rockies,Arizona Diamondbacks,2017-04-28 21:40:00-04:00,3,1,9.0
San Diego Padres,San Francisco Giants,2017-04-28 22:15:00-04:00,3,4,7.5
Tampa Bay Rays,Toronto Blue Jays,2017-04-28 19:05:00-04:00,7,4,8.5
Seattle Mariners,Cleveland Indians,2017-04-28 19:10:00-04:00,3,1,8.5
Minnesota Twins,Kansas City Royals,2017-04-28 20:15:00-04:00,6,4,8.0
Chicago Cubs,Boston Red Sox,2017-04-28 19:10:00-04:00,4,5,8.5
San Francisco Giants,New York Mets,2017-05-08 19:10:00-04:00,3,4,7.0
Pittsburgh Pirates,Los Angeles Dodgers,2017-05-08 22:10:00-04:00,1,12,8.0
Cleveland Indians,Toronto Blue Jays,2017-05-08 19:05:00-04:00,2,4,8.0
Los Angeles Angels,Oakland Athletics,2017-05-08 22:05:00-04:00,2,3,8.0
Washington Nationals,Baltimore Orioles,2017-05-08 19:05:00-04:00,4,6,9.0
Texas Rangers,San Diego Padres,2017-05-08 22:10:00-04:00,1,5,7.5
Kansas City Royals,Tampa Bay Rays,2017-05-08 19:10:00-04:00,7,3,7.5
Pittsburgh Pirates,Arizona Diamondbacks,2017-05-11 21:40:00-04:00,1,2,8.5
Seattle Mariners,Toronto Blue Jays,2017-05-11 19:05:00-04:00,2,7,8.5
Minnesota Twins,Chicago White Sox,2017-05-11 20:10:00-04:00,7,6,8.5
Cincinnati Reds,San Francisco Giants,2017-05-11 22:15:00-04:00,3,2,8.5
Houston Astros,New York Yankees,2017-05-11 19:05:00-04:00,3,2,7.5
Kansas City Royals,Tampa Bay Rays,2017-05-11 13:10:00-04:00,6,0,7.5
Detroit Tigers,Los Angeles Angels,2017-05-11 22:05:00-04:00,7,1,7.5
San Diego Padres,Texas Rangers,2017-05-11 20:05:00-04:00,2,5,9.0
Milwaukee Brewers,San Diego Padres,2017-05-15 22:10:00-04:00,5,6,7.5
Chicago White Sox,Los Angeles Angels,2017-05-15 22:05:00-04:00,3,5,8.5
Atlanta Braves,Toronto Blue Jays,2017-05-15 19:05:00-04:00,10,6,9.0
New York Mets,Arizona Diamondbacks,2017-05-15 21:40:00-04:00,3,7,9.5
Tampa Bay Rays,Cleveland Indians,2017-05-15 18:10:00-04:00,7,8,7.5
Oakland Athletics,Seattle Mariners,2017-05-15 22:10:00-04:00,5,6,8.5
Cincinnati Reds,Chicago Cubs,2017-05-16 20:05:00-04:00,5,9,11.0
Milwaukee Brewers,San Diego Padres,2017-05-16 22:10:00-04:00,6,2,7.5
Baltimore Orioles,Detroit Tigers,2017-05-16 19:10:00-04:00,13,11,9.5
Chicago White Sox,Los Angeles Angels,2017-05-16 22:05:00-04:00,6,7,7.5
Colorado Rockies,Minnesota Twins,2017-05-16 20:10:00-04:00,7,3,9.5
New York Mets,Arizona Diamondbacks,2017-05-16 21:40:00-04:00,4,5,9.0
Tampa Bay Rays,Cleveland Indians,2017-05-16 18:10:00-04:00,6,4,9.0
Oakland Athletics,Seattle Mariners,2017-05-16 22:10:00-04:00,9,6,8.5
Atlanta Braves,Toronto Blue Jays,2017-05-16 16:05:00-04:00,9,5,8.5
Philadelphia Phillies,Texas Rangers,2017-05-16 20:05:00-04:00,1,5,8.5
Cincinnati Reds,Chicago Cubs,2017-05-18 14:20:00-04:00,5,9,10.5
Miami Marlins,Los Angeles Dodgers,2017-05-18 22:10:00-04:00,2,7,8.5
Milwaukee Brewers,San Diego Padres,2017-05-18 15:40:00-04:00,4,2,8.5
Chicago White Sox,Seattle Mariners,2017-05-18 22:10:00-04:00,4,5,8.5
Colorado Rockies,Minnesota Twins,2017-05-18 19:10:00-04:00,0,2,8.5
Philadelphia Phillies,Texas Rangers,2017-05-18 14:05:00-04:00,4,8,10.0
Colorado Rockies,Cincinnati Reds,2017-05-20 16:10:00-04:00,8,12,9.5
Cleveland Indians,Houston Astros,2017-05-20 16:10:00-04:00,3,0,9.0
Texas Rangers,Detroit Tigers,2017-05-20 19:15:00-04:00,3,9,8.5
Philadelphia Phillies,Pittsburgh Pirates,2017-05-20 16:05:00-04:00,3,6,8.5
San Francisco Giants,St. Louis Cardinals,2017-05-20 19:15:00-04:00,3,1,7.5
Miami Marlins,Los Angeles Dodgers,2017-05-20 22:10:00-04:00,10,6,8.5
Toronto Blue Jays,Baltimore Orioles,2017-05-20 19:35:00-04:00,5,7,9.0
Chicago White Sox,Seattle Mariners,2017-05-20 22:10:00-04:00,16,1,8.5
Los Angeles Angels,New York Mets,2017-05-20 19:15:00-04:00,5,7,8.0
Miami Marlins,Los Angeles Dodgers,2017-05-21 16:10:00-04:00,3,6,9.0
Milwaukee Brewers,Chicago Cubs,2017-05-21 14:20:00-04:00,6,13,10.5
New York Yankees,Tampa Bay Rays,2017-05-21 13:10:00-04:00,3,2,8.0
Kansas City Royals,Minnesota Twins,2017-05-21 14:10:00-04:00,6,4,9.0
Colorado Rockies,Cincinnati Reds,2017-05-21 13:10:00-04:00,6,4,9.5
San Francisco Giants,St. Louis Cardinals,2017-05-21 14:15:00-04:00,3,8,9.0
Toronto Blue Jays,Baltimore Orioles,2017-05-21 13:35:00-04:00,3,1,8.5
Cleveland Indians,Houston Astros,2017-05-21 14:10:00-04:00,8,6,8.5
Chicago White Sox,Seattle Mariners,2017-05-21 16:10:00-04:00,8,1,8.5
Los Angeles Angels,New York Mets,2017-05-21 13:10:00-04:00,12,5,8.0
Kansas City Royals,Minnesota Twins,2017-05-21 18:05:00-04:00,4,8,8.5
Arizona Diamondbacks,Milwaukee Brewers,2017-05-26 20:10:00-04:00,4,2,8.5
Chicago Cubs,Los Angeles Dodgers,2017-05-26 22:10:00-04:00,0,4,7.0
Oakland Athletics,New York Yankees,2017-05-26 19:05:00-04:00,4,1,9.5
Seattle Mariners,Boston Red Sox,2017-05-26 19:10:00-04:00,0,3,9.5
Cincinnati Reds,Philadelphia Phillies,2017-05-26 19:05:00-04:00,5,2,8.0
San Diego Padres,Washington Nationals,2017-05-26 19:05:00-04:00,1,5,7.5
Texas Rangers,Toronto Blue Jays,2017-05-26 19:05:00-04:00,6,7,9.5
Kansas City Royals,Cleveland Indians,2017-05-26 19:10:00-04:00,6,4,8.5
Baltimore Orioles,Houston Astros,2017-05-26 20:10:00-04:00,0,2,9.0
Los Angeles Angels,Miami Marlins,2017-05-26 19:10:00-04:00,5,8,8.0
Detroit Tigers,Chicago White Sox,2017-05-26 21:35:00-04:00,2,8,9.5
Arizona Diamondbacks,Pittsburgh Pirates,2017-05-30 19:05:00-04:00,3,0,8.5
Milwaukee Brewers,New York Mets,2017-05-30 19:10:00-04:00,4,5,9.0
Washington Nationals,San Francisco Giants,2017-05-30 22:15:00-04:00,6,3,7.5
Oakland Athletics,Cleveland Indians,2017-05-30 18:10:00-04:00,4,9,9.0
Seattle Mariners,Colorado Rockies,2017-05-30 19:10:00-04:00,10,4,11.0
Philadelphia Phillies,Miami Marlins,2017-05-30 19:10:00-04:00,2,7,8.5
Houston Astros,Minnesota Twins,2017-05-30 20:10:00-04:00,7,2,9.0
Cincinnati Reds,Toronto Blue Jays,2017-05-30 19:05:00-04:00,4,6,10.0
Atlanta Braves,Los Angeles Angels,2017-05-30 22:05:00-04:00,3,9,8.5
Milwaukee Brewers,New York Mets,2017-05-31 19:10:00-04:00,7,1,7.5
New York Yankees,Baltimore Orioles,2017-05-31 19:15:00-04:00,4,10,8.5
Atlanta Braves,Los Angeles Angels,2017-05-31 22:05:00-04:00,1,2,7.5
Arizona Diamondbacks,Pittsburgh Pirates,2017-05-31 12:35:00-04:00,6,5,9.0
Philadelphia Phillies,Miami Marlins,2017-05-31 13:10:00-04:00,2,10,7.5
Los Angeles Dodgers,St. Louis Cardinals,2017-05-31 20:15:00-04:00,1,2,8.0
Oakland Athletics,Cleveland Indians,2017-05-31 18:10:00-04:00,3,1,9.0
Detroit Tigers,Kansas City Royals,2017-05-31 20:15:00-04:00,6,5,9.0
Cincinnati Reds,Toronto Blue Jays,2017-05-31 12:35:00-04:00,4,5,9.5
Colorado Rockies,Seattle Mariners,2017-05-31 22:10:00-04:00,0,5,8.0
Milwaukee Brewers,New York Mets,2017-06-01 13:10:00-04:00,2,1,8.5
Minnesota Twins,Los Angeles Angels,2017-06-01 22:05:00-04:00,4,2,8.5
Colorado Rockies,Seattle Mariners,2017-06-01 15:40:00-04:00,6,3,9.0
Oakland Athletics,Cleveland Indians,2017-06-01 12:10:00-04:00,0,8,8.5
New York Yankees,Toronto Blue Jays,2017-06-01 19:05:00-04:00,12,2,9.0
Pittsburgh Pirates,New York Mets,2017-06-04 13:10:00-04:00,11,1,9.5
Chicago White Sox,Detroit Tigers,2017-06-04 13:10:00-04:00,4,7,10.0
Atlanta Braves,Cincinnati Reds,2017-06-04 13:10:00-04:00,13,8,10.0
Arizona Diamondbacks,Miami Marlins,2017-06-04 13:10:00-04:00,5,6,9.0
St. Louis Cardinals,Chicago Cubs,2017-06-04 19:35:00-04:00,6,7,8.5
New York Yankees,Toronto Blue Jays,2017-06-04 13:05:00-04:00,2,3,8.5
Tampa Bay Rays,Seattle Mariners,2017-06-04 16:10:00-04:00,1,7,8.5
Miami Marlins,Chicago Cubs,2017-06-06 20:05:00-04:00,2,10,7.5
Boston Red Sox,New York Yankees,2017-06-06 19:10:00-04:00,5,4,8.5
Los Angeles Angels,Detroit Tigers,2017-06-06 19:10:00-04:00,5,3,9.5
San Francisco Giants,Milwaukee Brewers,2017-06-06 19:40:00-04:00,2,5,9.0
San Diego Padres,Arizona Diamondbacks,2017-06-06 21:40:00-04:00,2,10,8.5
Chicago White Sox,Tampa Bay Rays,2017-06-06 19:10:00-04:00,4,2,7.5
Minnesota Twins,Seattle Mariners,2017-06-06 22:10:00-04:00,3,12,9.0
Pittsburgh Pirates,Baltimore Orioles,2017-06-06 19:10:00-04:00,5,6,9.0
Cleveland Indians,Colorado Rockies,2017-06-06 20:40:00-04:00,3,11,10.5
Miami Marlins,Pittsburgh Pirates,2017-06-08 19:05:00-04:00,7,1,8.5
Colorado Rockies,Chicago Cubs,2017-06-08 20:05:00-04:00,4,1,9.0
Los Angeles Angels,Detroit Tigers,2017-06-08 13:10:00-04:00,11,4,8.5
Chicago White Sox,Tampa Bay Rays,2017-06-08 19:10:00-04:00,5,7,8.0
Minnesota Twins,Seattle Mariners,2017-06-08 22:10:00-04:00,2,1,9.0
Baltimore Orioles,Washington Nationals,2017-06-08 19:05:00-04:00,1,6,9.0
San Diego Padres,Arizona Diamondbacks,2017-06-08 15:40:00-04:00,3,15,9.5
Philadelphia Phillies,Atlanta Braves,2017-06-08 19:35:00-04:00,1,3,9.5
Boston Red Sox,New York Yankees,2017-06-08 19:05:00-04:00,1,9,8.0
San Diego Padres,Milwaukee Brewers,2017-06-17 16:10:00-04:00,7,5,9.5
San Francisco Giants,Colorado Rockies,2017-06-17 15:10:00-04:00,1,5,13.0
Miami Marlins,Atlanta Braves,2017-06-17 16:10:00-04:00,7,8,9.0
Chicago White Sox,Toronto Blue Jays,2017-06-17 13:05:00-04:00,5,2,9.0
Miami Marlins,Atlanta Braves,2017-06-18 13:35:00-04:00,4,5,9.5
San Diego Padres,Milwaukee Brewers,2017-06-18 14:10:00-04:00,1,2,8.5
Tampa Bay Rays,Detroit Tigers,2017-06-18 13:40:00-04:00,9,1,10.0
Washington Nationals,New York Mets,2017-06-18 13:10:00-04:00,1,5,9.0
Chicago Cubs,Pittsburgh Pirates,2017-06-18 13:35:00-04:00,7,1,9.0
San Francisco Giants,Colorado Rockies,2017-06-18 15:10:00-04:00,5,7,12.0
Chicago White Sox,Toronto Blue Jays,2017-06-18 13:05:00-04:00,3,7,9.5
Boston Red Sox,Houston Astros,2017-06-18 20:05:00-04:00,6,5,9.0
Seattle Mariners,Texas Rangers,2017-06-18 15:05:00-04:00,7,3,10.5
St. Louis Cardinals,Baltimore Orioles,2017-06-18 13:35:00-04:00,5,8,11.0
Pittsburgh Pirates,Milwaukee Brewers,2017-06-20 19:40:00-04:00,7,3,9.5
Arizona Diamondbacks,Colorado Rockies,2017-06-20 20:40:00-04:00,3,4,11.0
Chicago White Sox,Minnesota Twins,2017-06-20 20:10:00-04:00,7,9,9.5
Houston Astros,Oakland Athletics,2017-06-20 22:05:00-04:00,8,4,9.0
San Francisco Giants,Atlanta Braves,2017-06-20 19:35:00-04:00,6,3,9.5
San Diego Padres,Chicago Cubs,2017-06-20 20:05:00-04:00,0,4,9.0
New York Mets,Los Angeles Dodgers,2017-06-20 22:10:00-04:00,0,12,9.0
Los Angeles Angels,New York Yankees,2017-06-20 19:05:00-04:00,8,3,10.5
Detroit Tigers,Seattle Mariners,2017-06-20 22:10:00-04:00,4,5,9.0
Cincinnati Reds,Tampa Bay Rays,2017-06-20 19:10:00-04:00,5,6,9.0
San Diego Padres,Chicago Cubs,2017-06-21 14:20:00-04:00,3,2,9.5
Arizona Diamondbacks,Colorado Rockies,2017-06-21 20:40:00-04:00,16,5,12.0
